player_id,start_year,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp
castrra01,1999,207,466.0,40.0,99.0,17.0,0.0,18.0,53.0,0.0,0.0,56.0,116.0,15.0,2.0,1.0,6.0,7.0
wisede01,2000,147,296.0,41.0,60.0,13.0,5.0,9.0,30.0,12.0,1.0,14.0,48.0,1.0,2.0,2.0,1.0,1.0
jeterde01,1995,786,3130.0,605.0,1008.0,153.0,35.0,78.0,414.0,108.0,37.0,341.0,572.0,11.0,48.0,23.0,23.0,66.0
husonje01,1988,462,1143.0,153.0,266.0,42.0,9.0,6.0,85.0,43.0,14.0,136.0,148.0,7.0,3.0,28.0,10.0,29.0
izturce01,2001,658,2437.0,261.0,632.0,111.0,22.0,11.0,191.0,59.0,34.0,121.0,259.0,15.0,6.0,38.0,13.0,41.0
vidrojo01,1997,719,2564.0,396.0,782.0,197.0,9.0,72.0,346.0,14.0,12.0,207.0,292.0,9.0,25.0,21.0,19.0,65.0
torrean02,2002,89,257.0,33.0,54.0,6.0,4.0,1.0,13.0,9.0,7.0,17.0,57.0,0.0,1.0,6.0,4.0,7.0
camermi01,1995,597,1909.0,310.0,473.0,98.0,21.0,63.0,244.0,112.0,33.0,254.0,502.0,3.0,26.0,18.0,17.0,28.0
mullira01,1977,322,867.0,95.0,205.0,47.0,3.0,9.0,81.0,6.0,4.0,81.0,139.0,3.0,4.0,11.0,9.0,21.0
bumbral01,1972,593,1954.0,305.0,558.0,90.0,29.0,23.0,162.0,113.0,36.0,175.0,340.0,11.0,11.0,11.0,13.0,21.0
pencehu01,2007,894,3473.0,475.0,991.0,183.0,30.0,138.0,516.0,67.0,39.0,277.0,702.0,10.0,14.0,1.0,22.0,89.0
reuscri01,1972,215,450.0,31.0,87.0,15.0,2.0,2.0,28.0,0.0,2.0,13.0,114.0,0.0,2.0,43.0,2.0,5.0
barmecl01,2003,378,1354.0,180.0,356.0,78.0,12.0,30.0,159.0,24.0,13.0,59.0,210.0,8.0,20.0,30.0,10.0,18.0
webstle01,1989,193,427.0,48.0,111.0,26.0,1.0,10.0,53.0,1.0,2.0,46.0,56.0,2.0,6.0,3.0,1.0,13.0
larueja01,1999,533,1674.0,203.0,401.0,95.0,6.0,62.0,222.0,11.0,11.0,129.0,493.0,22.0,72.0,6.0,11.0,45.0
bellda01,1995,591,1913.0,231.0,486.0,105.0,10.0,46.0,214.0,12.0,14.0,151.0,296.0,8.0,13.0,12.0,19.0,34.0
bakerje03,2005,379,970.0,147.0,262.0,63.0,9.0,30.0,130.0,8.0,0.0,79.0,254.0,3.0,6.0,1.0,9.0,27.0
cruzjo02,1997,747,2742.0,424.0,689.0,148.0,21.0,134.0,389.0,86.0,21.0,329.0,680.0,17.0,3.0,7.0,18.0,37.0
ripkeca01,1981,830,3210.0,529.0,927.0,183.0,20.0,133.0,472.0,11.0,13.0,313.0,417.0,10.0,10.0,2.0,27.0,111.0
lindjo01,1987,779,2816.0,292.0,717.0,111.0,23.0,8.0,249.0,50.0,11.0,180.0,288.0,49.0,6.0,47.0,25.0,83.0
incavpe01,1986,791,2786.0,371.0,679.0,132.0,14.0,135.0,426.0,27.0,23.0,255.0,880.0,11.0,28.0,1.0,25.0,59.0
oswalro01,2001,190,373.0,17.0,59.0,6.0,0.0,1.0,23.0,0.0,0.0,16.0,103.0,0.0,3.0,57.0,1.0,3.0
nortogr01,1996,454,1218.0,164.0,305.0,64.0,7.0,46.0,158.0,9.0,8.0,146.0,296.0,6.0,6.0,3.0,8.0,30.0
puntoni01,2001,362,1047.0,149.0,273.0,41.0,11.0,8.0,87.0,38.0,14.0,102.0,198.0,1.0,1.0,18.0,9.0,19.0
lacocpe01,1972,351,843.0,102.0,204.0,34.0,5.0,18.0,102.0,4.0,7.0,107.0,108.0,16.0,3.0,6.0,10.0,21.0
pradoma01,2006,527,1929.0,274.0,566.0,126.0,10.0,42.0,216.0,13.0,15.0,139.0,239.0,4.0,7.0,19.0,15.0,51.0
mazzile01,1976,736,2655.0,349.0,714.0,133.0,21.0,61.0,303.0,139.0,66.0,376.0,383.0,31.0,10.0,6.0,20.0,30.0
hockide01,1993,309,670.0,90.0,150.0,28.0,7.0,6.0,55.0,12.0,9.0,50.0,133.0,2.0,1.0,10.0,4.0,14.0
baineha01,1980,847,3184.0,420.0,908.0,153.0,36.0,119.0,501.0,27.0,17.0,225.0,450.0,51.0,5.0,8.0,37.0,83.0
fieldpr01,2005,836,2958.0,476.0,826.0,164.0,8.0,192.0,536.0,15.0,9.0,459.0,673.0,83.0,68.0,0.0,33.0,64.0
armasto02,1999,103,157.0,4.0,16.0,1.0,1.0,0.0,7.0,0.0,0.0,2.0,53.0,0.0,0.0,19.0,0.0,0.0
bordimi01,1990,668,2118.0,227.0,556.0,76.0,11.0,16.0,198.0,43.0,25.0,188.0,250.0,7.0,31.0,46.0,20.0,39.0
lockhke01,1994,572,1424.0,189.0,392.0,81.0,10.0,31.0,184.0,25.0,10.0,110.0,146.0,6.0,10.0,8.0,23.0,19.0
sanchfr01,2002,477,1706.0,227.0,529.0,123.0,10.0,22.0,207.0,5.0,5.0,92.0,178.0,9.0,20.0,10.0,21.0,31.0
readyra01,1983,359,1104.0,170.0,297.0,64.0,16.0,25.0,137.0,15.0,6.0,149.0,136.0,4.0,7.0,12.0,6.0,21.0
kleskry01,1992,530,1600.0,250.0,447.0,83.0,15.0,100.0,300.0,16.0,11.0,192.0,388.0,29.0,10.0,1.0,13.0,38.0
knighra01,1974,327,719.0,80.0,214.0,46.0,5.0,12.0,98.0,5.0,5.0,51.0,88.0,5.0,3.0,5.0,9.0,25.0
stairma01,1992,252,615.0,94.0,174.0,34.0,2.0,38.0,120.0,4.0,4.0,80.0,105.0,3.0,5.0,2.0,7.0,13.0
valenfe01,1980,179,427.0,26.0,85.0,8.0,1.0,6.0,39.0,0.0,2.0,6.0,69.0,0.0,0.0,42.0,4.0,7.0
falcope01,1975,182,282.0,14.0,42.0,2.0,1.0,0.0,9.0,1.0,0.0,8.0,94.0,0.0,1.0,33.0,0.0,5.0
mearepa01,1993,742,2464.0,304.0,653.0,120.0,21.0,41.0,303.0,42.0,25.0,95.0,432.0,2.0,45.0,24.0,30.0,71.0
kubelja01,2004,511,1675.0,229.0,465.0,98.0,9.0,71.0,279.0,9.0,3.0,162.0,330.0,13.0,4.0,3.0,19.0,47.0
iorgga01,1978,420,1278.0,129.0,337.0,63.0,11.0,5.0,102.0,14.0,6.0,47.0,157.0,6.0,7.0,9.0,12.0,27.0
izturma01,2004,508,1663.0,257.0,463.0,87.0,16.0,24.0,216.0,58.0,17.0,159.0,183.0,8.0,11.0,14.0,15.0,33.0
myersbr01,2002,193,270.0,12.0,34.0,7.0,0.0,0.0,9.0,0.0,0.0,14.0,91.0,0.0,0.0,35.0,0.0,7.0
fordybr01,1995,310,886.0,93.0,250.0,59.0,2.0,27.0,121.0,4.0,1.0,61.0,142.0,4.0,7.0,6.0,8.0,12.0
palmede01,1989,490,1689.0,250.0,387.0,81.0,6.0,93.0,265.0,24.0,20.0,173.0,507.0,6.0,17.0,3.0,11.0,25.0
bowala01,1970,876,3474.0,409.0,900.0,94.0,46.0,4.0,187.0,142.0,56.0,160.0,275.0,12.0,11.0,69.0,13.0,45.0
aldremi01,1986,618,1457.0,179.0,391.0,72.0,8.0,17.0,176.0,16.0,16.0,227.0,251.0,25.0,4.0,11.0,11.0,26.0
cangejo01,1985,491,976.0,160.0,233.0,34.0,9.0,6.0,68.0,98.0,37.0,180.0,143.0,3.0,16.0,14.0,6.0,11.0
desseel01,1996,136,110.0,10.0,17.0,1.0,0.0,0.0,5.0,0.0,0.0,11.0,32.0,0.0,0.0,14.0,0.0,0.0
washiro01,1977,157,554.0,60.0,148.0,20.0,7.0,5.0,45.0,8.0,5.0,18.0,95.0,0.0,2.0,3.0,3.0,13.0
bailobo01,1975,537,1891.0,232.0,498.0,75.0,20.0,8.0,138.0,46.0,29.0,128.0,107.0,7.0,15.0,22.0,11.0,26.0
riverju01,2001,452,1449.0,190.0,422.0,87.0,2.0,58.0,225.0,8.0,16.0,106.0,185.0,8.0,8.0,4.0,9.0,52.0
hodgero01,1973,282,671.0,55.0,162.0,21.0,1.0,12.0,72.0,3.0,5.0,77.0,80.0,8.0,1.0,5.0,8.0,17.0
bautijo02,2004,575,1754.0,241.0,418.0,90.0,8.0,59.0,211.0,14.0,9.0,220.0,434.0,9.0,26.0,22.0,16.0,52.0
landrke01,1977,624,2235.0,299.0,614.0,101.0,33.0,41.0,264.0,75.0,27.0,165.0,230.0,18.0,13.0,28.0,20.0,44.0
custja01,2001,70,144.0,16.0,32.0,9.0,0.0,5.0,19.0,0.0,1.0,23.0,59.0,0.0,1.0,0.0,1.0,3.0
abbotku01,1993,521,1592.0,210.0,409.0,85.0,20.0,48.0,189.0,17.0,8.0,103.0,448.0,9.0,16.0,19.0,10.0,31.0
rossda01,2002,371,982.0,114.0,218.0,44.0,3.0,57.0,141.0,0.0,0.0,103.0,303.0,12.0,13.0,11.0,16.0,23.0
butlebr01,1981,752,2695.0,442.0,747.0,95.0,53.0,17.0,198.0,200.0,89.0,317.0,277.0,7.0,11.0,42.0,19.0,28.0
snydeco02,1986,728,2597.0,312.0,624.0,117.0,10.0,118.0,357.0,19.0,14.0,142.0,702.0,16.0,6.0,6.0,21.0,51.0
iviemi01,1971,269,833.0,88.0,223.0,35.0,7.0,16.0,122.0,10.0,10.0,53.0,113.0,11.0,10.0,7.0,9.0,25.0
mosesjo01,1982,386,1060.0,147.0,263.0,42.0,10.0,7.0,86.0,70.0,41.0,83.0,152.0,5.0,5.0,15.0,7.0,20.0
hallme01,1981,440,1416.0,210.0,398.0,85.0,13.0,47.0,203.0,15.0,12.0,136.0,277.0,23.0,9.0,1.0,14.0,19.0
maddoga01,1972,805,3111.0,431.0,920.0,177.0,44.0,56.0,376.0,134.0,47.0,175.0,408.0,30.0,27.0,7.0,25.0,38.0
clarkja01,1975,596,2088.0,332.0,580.0,114.0,24.0,88.0,329.0,47.0,30.0,245.0,312.0,29.0,8.0,9.0,31.0,43.0
leiussc01,1990,476,1373.0,201.0,346.0,58.0,10.0,26.0,155.0,15.0,15.0,154.0,214.0,4.0,4.0,12.0,9.0,40.0
aurilri01,1995,575,1919.0,236.0,518.0,92.0,6.0,61.0,257.0,12.0,10.0,162.0,292.0,10.0,8.0,20.0,16.0,39.0
meyerda01,1974,666,2365.0,283.0,601.0,89.0,20.0,63.0,290.0,48.0,21.0,140.0,173.0,22.0,8.0,20.0,23.0,67.0
thomsjo01,1997,111,196.0,14.0,37.0,1.0,1.0,0.0,12.0,0.0,1.0,10.0,87.0,0.0,0.0,27.0,3.0,1.0
scottlu01,2005,638,2034.0,284.0,546.0,135.0,17.0,103.0,319.0,10.0,5.0,259.0,465.0,28.0,16.0,0.0,13.0,30.0
wrighja01,1996,152,276.0,19.0,38.0,8.0,1.0,1.0,13.0,0.0,0.0,11.0,114.0,0.0,0.0,27.0,0.0,2.0
johnske05,2005,644,2246.0,363.0,605.0,133.0,27.0,71.0,277.0,42.0,21.0,282.0,507.0,8.0,12.0,22.0,11.0,38.0
thomade01,1971,614,2244.0,274.0,552.0,72.0,25.0,16.0,166.0,69.0,47.0,212.0,267.0,11.0,12.0,34.0,12.0,30.0
balbost01,1981,493,1750.0,204.0,412.0,81.0,7.0,100.0,276.0,1.0,1.0,155.0,512.0,11.0,10.0,0.0,14.0,34.0
dennyjo01,1974,148,305.0,26.0,52.0,7.0,2.0,0.0,15.0,3.0,2.0,7.0,101.0,0.0,1.0,33.0,2.0,1.0
diazei01,1996,354,1135.0,135.0,311.0,71.0,4.0,13.0,123.0,16.0,8.0,54.0,118.0,0.0,31.0,20.0,4.0,30.0
smilejo01,1986,196,254.0,7.0,28.0,6.0,0.0,0.0,15.0,0.0,0.0,12.0,89.0,0.0,0.0,23.0,0.0,1.0
smoltjo01,1988,192,364.0,30.0,53.0,8.0,1.0,2.0,21.0,2.0,1.0,33.0,147.0,0.0,0.0,45.0,0.0,5.0
jamesdi01,1983,423,1336.0,184.0,380.0,74.0,16.0,14.0,125.0,30.0,27.0,168.0,171.0,8.0,6.0,13.0,8.0,27.0
deshaji01,1984,122,234.0,8.0,19.0,0.0,0.0,0.0,9.0,0.0,1.0,16.0,124.0,0.0,0.0,23.0,0.0,2.0
hartco01,2004,521,1831.0,267.0,500.0,117.0,21.0,67.0,260.0,64.0,28.0,129.0,370.0,6.0,24.0,10.0,21.0,45.0
jonesch05,1991,381,732.0,111.0,194.0,29.0,10.0,21.0,92.0,17.0,7.0,46.0,201.0,4.0,3.0,10.0,5.0,15.0
lyonsst01,1985,690,1872.0,240.0,480.0,89.0,14.0,15.0,175.0,30.0,24.0,140.0,316.0,7.0,5.0,41.0,19.0,20.0
mathemi01,1994,502,1335.0,116.0,306.0,62.0,4.0,22.0,145.0,6.0,5.0,69.0,289.0,0.0,22.0,23.0,8.0,31.0
estalbo02,1996,214,625.0,89.0,139.0,34.0,5.0,31.0,97.0,4.0,1.0,94.0,191.0,11.0,5.0,0.0,6.0,12.0
pennybr01,2000,165,324.0,13.0,43.0,7.0,2.0,2.0,16.0,0.0,0.0,2.0,109.0,0.0,1.0,20.0,0.0,3.0
gullibi01,1979,147,323.0,19.0,43.0,10.0,0.0,1.0,11.0,0.0,1.0,13.0,95.0,0.0,0.0,38.0,1.0,4.0
roystje01,1973,458,1562.0,201.0,378.0,42.0,12.0,13.0,111.0,81.0,40.0,147.0,177.0,9.0,5.0,28.0,10.0,32.0
davisra01,2006,571,1653.0,238.0,451.0,93.0,20.0,13.0,157.0,177.0,49.0,101.0,282.0,1.0,17.0,10.0,12.0,28.0
gallayo01,2007,154,305.0,31.0,63.0,17.0,0.0,10.0,37.0,0.0,0.0,11.0,100.0,0.0,2.0,23.0,1.0,3.0
bonneba01,1977,680,2166.0,259.0,580.0,97.0,17.0,37.0,239.0,48.0,27.0,164.0,252.0,17.0,11.0,20.0,10.0,62.0
hernali01,1996,153,345.0,25.0,84.0,14.0,0.0,4.0,33.0,0.0,0.0,3.0,54.0,0.0,2.0,24.0,1.0,14.0
mabryjo01,1994,631,1981.0,215.0,555.0,109.0,3.0,41.0,233.0,5.0,9.0,152.0,346.0,32.0,9.0,10.0,14.0,50.0
riosal01,2004,850,3217.0,462.0,904.0,201.0,36.0,84.0,404.0,117.0,35.0,230.0,596.0,8.0,24.0,2.0,34.0,88.0
vaughgr01,1989,693,2477.0,383.0,606.0,123.0,12.0,121.0,412.0,47.0,34.0,308.0,573.0,24.0,13.0,11.0,25.0,36.0
cirilje01,1994,789,2811.0,444.0,864.0,186.0,13.0,66.0,372.0,32.0,23.0,330.0,372.0,7.0,36.0,19.0,22.0,80.0
caldeiv01,1984,502,1826.0,271.0,499.0,110.0,16.0,67.0,249.0,29.0,13.0,167.0,358.0,17.0,7.0,3.0,14.0,53.0
montemi01,2006,513,1629.0,216.0,442.0,110.0,4.0,58.0,246.0,2.0,4.0,154.0,333.0,23.0,18.0,5.0,16.0,38.0
smithja05,2001,166,382.0,42.0,88.0,10.0,8.0,11.0,40.0,9.0,3.0,17.0,107.0,1.0,4.0,11.0,0.0,1.0
bellge02,1981,574,2129.0,297.0,610.0,112.0,21.0,92.0,319.0,43.0,19.0,117.0,282.0,13.0,20.0,0.0,17.0,42.0
betemwi01,2001,288,669.0,88.0,181.0,35.0,4.0,22.0,76.0,5.0,5.0,64.0,176.0,10.0,0.0,5.0,5.0,16.0
nevinph01,1995,524,1685.0,226.0,442.0,94.0,4.0,82.0,286.0,5.0,1.0,178.0,417.0,12.0,16.0,2.0,13.0,41.0
overbly01,2001,572,1963.0,268.0,575.0,153.0,3.0,61.0,280.0,9.0,4.0,249.0,395.0,31.0,8.0,1.0,14.0,55.0
wilkecu01,1983,610,1591.0,185.0,406.0,50.0,18.0,3.0,106.0,53.0,31.0,89.0,241.0,3.0,11.0,21.0,8.0,25.0
sciosmi01,1980,543,1594.0,145.0,425.0,73.0,5.0,21.0,173.0,8.0,6.0,226.0,107.0,41.0,8.0,26.0,16.0,39.0
hayesch01,1988,687,2418.0,257.0,636.0,122.0,6.0,73.0,317.0,24.0,19.0,126.0,401.0,13.0,11.0,8.0,24.0,68.0
berroge01,1989,211,529.0,67.0,148.0,24.0,2.0,15.0,74.0,7.0,4.0,53.0,103.0,2.0,4.0,0.0,7.0,10.0
burroje01,1970,542,1923.0,261.0,502.0,80.0,3.0,90.0,326.0,7.0,9.0,266.0,429.0,26.0,8.0,0.0,30.0,44.0
cruzhe01,1973,412,1197.0,139.0,269.0,51.0,6.0,27.0,152.0,5.0,5.0,115.0,227.0,11.0,4.0,9.0,7.0,32.0
knoblch01,1991,857,3328.0,596.0,1019.0,184.0,41.0,34.0,333.0,214.0,67.0,429.0,369.0,13.0,57.0,7.0,34.0,64.0
berrada01,1977,447,1304.0,133.0,310.0,53.0,7.0,27.0,151.0,22.0,8.0,91.0,214.0,27.0,10.0,16.0,14.0,31.0
martira03,1998,476,1217.0,159.0,332.0,64.0,8.0,23.0,140.0,7.0,7.0,109.0,169.0,10.0,12.0,23.0,17.0,28.0
stillku01,1986,759,2487.0,304.0,630.0,126.0,25.0,30.0,268.0,28.0,25.0,223.0,353.0,11.0,15.0,26.0,19.0,39.0
steinte01,1986,605,2046.0,230.0,553.0,94.0,8.0,49.0,277.0,7.0,7.0,137.0,315.0,11.0,28.0,13.0,23.0,63.0
lopesda01,1972,704,2654.0,443.0,704.0,103.0,26.0,39.0,187.0,286.0,68.0,355.0,365.0,16.0,17.0,38.0,19.0,40.0
samueju01,1983,801,3304.0,491.0,872.0,173.0,70.0,92.0,393.0,238.0,75.0,190.0,780.0,19.0,39.0,3.0,25.0,43.0
dempsry01,1998,166,296.0,12.0,23.0,5.0,1.0,0.0,7.0,0.0,0.0,6.0,127.0,0.0,0.0,32.0,0.0,2.0
bandoch01,1981,375,999.0,108.0,236.0,36.0,2.0,21.0,117.0,1.0,5.0,118.0,156.0,6.0,1.0,18.0,14.0,34.0
martivi01,2002,649,2392.0,327.0,719.0,153.0,1.0,86.0,416.0,1.0,3.0,272.0,324.0,40.0,24.0,0.0,32.0,87.0
crawfca02,2002,816,3343.0,490.0,990.0,145.0,74.0,62.0,377.0,277.0,57.0,166.0,505.0,15.0,19.0,26.0,20.0,37.0
grosske01,1983,204,346.0,18.0,54.0,9.0,1.0,3.0,18.0,3.0,0.0,9.0,133.0,0.0,1.0,36.0,0.0,7.0
buckjo01,2004,584,1913.0,218.0,450.0,104.0,7.0,70.0,259.0,4.0,10.0,151.0,500.0,6.0,27.0,10.0,15.0,47.0
huntebr02,1994,659,2663.0,386.0,701.0,113.0,23.0,19.0,178.0,221.0,55.0,178.0,456.0,1.0,9.0,18.0,23.0,37.0
caseyse01,1997,651,2344.0,342.0,708.0,161.0,6.0,71.0,368.0,7.0,5.0,243.0,325.0,34.0,34.0,0.0,20.0,69.0
stantle01,1970,510,1588.0,202.0,404.0,66.0,11.0,45.0,219.0,33.0,20.0,136.0,384.0,14.0,17.0,18.0,13.0,45.0
baergca01,1990,819,3185.0,491.0,971.0,165.0,15.0,93.0,505.0,47.0,14.0,178.0,351.0,31.0,38.0,13.0,43.0,73.0
dwyerji01,1973,364,723.0,88.0,170.0,26.0,5.0,11.0,65.0,11.0,1.0,93.0,105.0,8.0,4.0,15.0,9.0,11.0
milbola01,1974,546,1264.0,165.0,311.0,36.0,9.0,7.0,92.0,26.0,16.0,64.0,84.0,4.0,4.0,20.0,9.0,26.0
widgech01,1995,467,1426.0,143.0,342.0,79.0,7.0,50.0,183.0,10.0,7.0,112.0,309.0,6.0,10.0,2.0,7.0,22.0
garcida01,1978,511,1994.0,255.0,578.0,94.0,17.0,13.0,144.0,114.0,53.0,68.0,173.0,7.0,10.0,17.0,11.0,38.0
posadjo01,1995,443,1444.0,228.0,382.0,89.0,3.0,63.0,231.0,4.0,5.0,238.0,373.0,21.0,14.0,1.0,12.0,37.0
hillgl01,1989,463,1432.0,199.0,370.0,61.0,9.0,64.0,198.0,52.0,23.0,110.0,329.0,1.0,5.0,2.0,9.0,32.0
wockejo01,1974,319,873.0,110.0,222.0,36.0,7.0,38.0,118.0,2.0,6.0,83.0,103.0,4.0,4.0,4.0,5.0,25.0
bakopa01,1998,468,1300.0,119.0,315.0,67.0,8.0,13.0,119.0,3.0,5.0,138.0,330.0,25.0,2.0,9.0,9.0,22.0
bochtbr01,1974,737,2569.0,321.0,731.0,126.0,15.0,44.0,325.0,24.0,22.0,301.0,272.0,30.0,8.0,31.0,31.0,83.0
castrju01,1995,294,656.0,64.0,135.0,27.0,6.0,6.0,46.0,1.0,2.0,47.0,119.0,2.0,0.0,19.0,4.0,19.0
snydech02,2004,491,1431.0,157.0,334.0,78.0,1.0,52.0,208.0,0.0,2.0,203.0,366.0,22.0,18.0,13.0,17.0,32.0
whitefr01,1973,708,2028.0,246.0,497.0,84.0,23.0,22.0,205.0,73.0,34.0,103.0,263.0,1.0,9.0,47.0,11.0,19.0
galaran01,1985,740,2707.0,360.0,748.0,155.0,12.0,97.0,400.0,49.0,27.0,201.0,704.0,45.0,41.0,1.0,16.0,57.0
ruizca01,2006,619,1866.0,218.0,495.0,121.0,5.0,36.0,231.0,11.0,6.0,241.0,236.0,49.0,30.0,18.0,9.0,57.0
torreyo01,2001,327,936.0,113.0,233.0,55.0,9.0,22.0,126.0,8.0,3.0,72.0,189.0,8.0,12.0,17.0,4.0,36.0
cedenro02,2005,573,1713.0,180.0,419.0,72.0,13.0,31.0,164.0,32.0,15.0,85.0,364.0,14.0,11.0,40.0,6.0,39.0
lynnfr01,1974,718,2647.0,456.0,819.0,185.0,26.0,112.0,460.0,31.0,25.0,324.0,355.0,31.0,13.0,15.0,36.0,52.0
maddugr01,1986,186,402.0,31.0,75.0,7.0,0.0,1.0,21.0,3.0,1.0,5.0,105.0,0.0,1.0,32.0,0.0,2.0
scutama01,2002,551,1650.0,211.0,427.0,92.0,11.0,31.0,174.0,14.0,5.0,150.0,237.0,5.0,3.0,16.0,12.0,46.0
jacksro02,1975,641,2107.0,266.0,551.0,122.0,19.0,41.0,237.0,15.0,19.0,151.0,241.0,14.0,29.0,21.0,16.0,54.0
paganan01,2006,541,1809.0,263.0,504.0,100.0,27.0,33.0,209.0,95.0,26.0,149.0,293.0,11.0,2.0,18.0,16.0,19.0
goodwto01,1991,381,1103.0,176.0,309.0,32.0,8.0,5.0,67.0,125.0,46.0,84.0,166.0,0.0,7.0,35.0,1.0,11.0
polonlu01,1987,753,2740.0,426.0,818.0,96.0,41.0,13.0,242.0,195.0,82.0,200.0,329.0,13.0,5.0,18.0,18.0,58.0
ariasal01,1992,455,994.0,107.0,266.0,38.0,5.0,9.0,105.0,4.0,3.0,98.0,110.0,2.0,14.0,11.0,8.0,30.0
benedbr01,1978,560,1719.0,138.0,449.0,63.0,4.0,12.0,172.0,10.0,14.0,198.0,145.0,42.0,8.0,31.0,12.0,45.0
gaettga01,1981,790,2862.0,361.0,728.0,149.0,12.0,107.0,401.0,45.0,30.0,224.0,512.0,12.0,24.0,11.0,33.0,77.0
lopezjo01,2004,723,2781.0,331.0,755.0,160.0,11.0,70.0,373.0,20.0,14.0,111.0,336.0,11.0,26.0,32.0,27.0,78.0
mcgwima01,1986,777,2656.0,417.0,647.0,106.0,5.0,178.0,504.0,6.0,5.0,437.0,592.0,29.0,23.0,3.0,37.0,70.0
picciro01,1977,559,1380.0,153.0,323.0,45.0,10.0,15.0,91.0,6.0,8.0,23.0,212.0,1.0,3.0,49.0,4.0,31.0
lansfca01,1978,739,2889.0,433.0,849.0,147.0,19.0,67.0,371.0,81.0,44.0,222.0,384.0,15.0,14.0,26.0,36.0,61.0
ortajo01,1972,760,2816.0,348.0,802.0,125.0,39.0,55.0,357.0,64.0,37.0,215.0,405.0,16.0,16.0,16.0,28.0,61.0
bradlsc01,1984,413,1237.0,127.0,335.0,59.0,6.0,17.0,144.0,3.0,5.0,68.0,70.0,10.0,11.0,8.0,14.0,44.0
teixema01,2003,904,3414.0,566.0,989.0,223.0,13.0,203.0,676.0,13.0,3.0,442.0,694.0,60.0,53.0,0.0,22.0,79.0
teufeti01,1983,596,1931.0,270.0,511.0,130.0,8.0,49.0,240.0,9.0,10.0,231.0,287.0,14.0,9.0,19.0,17.0,52.0
tulowtr01,2006,697,2632.0,438.0,770.0,152.0,21.0,122.0,443.0,51.0,28.0,285.0,480.0,31.0,24.0,10.0,23.0,84.0
wynegbu01,1976,770,2660.0,316.0,679.0,108.0,9.0,36.0,317.0,8.0,7.0,348.0,247.0,27.0,15.0,44.0,25.0,61.0
buhneja01,1987,490,1599.0,212.0,393.0,72.0,9.0,81.0,261.0,4.0,14.0,189.0,467.0,9.0,24.0,4.0,17.0,34.0
gibboja01,2001,695,2517.0,320.0,662.0,148.0,7.0,115.0,377.0,2.0,6.0,200.0,362.0,19.0,13.0,1.0,14.0,66.0
thompmi02,1984,621,2030.0,270.0,586.0,85.0,22.0,21.0,177.0,132.0,37.0,164.0,346.0,15.0,9.0,11.0,11.0,31.0
greenmi01,1985,635,2256.0,326.0,707.0,139.0,20.0,73.0,388.0,43.0,24.0,251.0,176.0,47.0,22.0,0.0,17.0,59.0
walketo04,1996,594,2096.0,305.0,608.0,137.0,14.0,47.0,249.0,54.0,26.0,192.0,302.0,16.0,6.0,6.0,20.0,56.0
amarari01,1991,444,1267.0,215.0,351.0,62.0,8.0,9.0,117.0,74.0,22.0,131.0,191.0,1.0,11.0,23.0,8.0,22.0
dejesda01,2003,641,2445.0,381.0,702.0,136.0,33.0,43.0,282.0,40.0,31.0,229.0,355.0,15.0,59.0,27.0,18.0,42.0
gallemi01,1985,570,1261.0,152.0,285.0,48.0,5.0,11.0,111.0,15.0,17.0,129.0,187.0,0.0,13.0,42.0,7.0,36.0
surhobj01,1987,797,2783.0,314.0,745.0,119.0,16.0,32.0,350.0,83.0,51.0,205.0,219.0,26.0,9.0,44.0,48.0,71.0
treanma01,2004,278,736.0,63.0,171.0,30.0,2.0,8.0,70.0,1.0,1.0,77.0,161.0,7.0,18.0,10.0,5.0,19.0
duceyro01,1987,214,379.0,54.0,89.0,20.0,3.0,2.0,32.0,10.0,6.0,40.0,105.0,1.0,1.0,4.0,5.0,5.0
oberkke01,1977,523,1696.0,216.0,492.0,81.0,22.0,8.0,161.0,32.0,19.0,188.0,121.0,29.0,6.0,17.0,13.0,43.0
tysonmi01,1972,644,1959.0,197.0,486.0,73.0,23.0,14.0,192.0,17.0,15.0,116.0,266.0,39.0,10.0,22.0,15.0,46.0
engleda01,1981,474,1457.0,185.0,390.0,78.0,13.0,28.0,158.0,4.0,5.0,105.0,161.0,6.0,3.0,3.0,14.0,51.0
weisswa01,1987,528,1608.0,178.0,395.0,60.0,7.0,8.0,130.0,32.0,13.0,159.0,203.0,7.0,15.0,32.0,17.0,34.0
mcgeewi01,1982,844,3323.0,455.0,983.0,138.0,63.0,43.0,416.0,197.0,66.0,162.0,494.0,20.0,6.0,5.0,21.0,64.0
youklke01,2004,689,2413.0,424.0,705.0,174.0,9.0,93.0,408.0,19.0,13.0,354.0,522.0,13.0,58.0,0.0,32.0,42.0
valenjo02,1992,695,2576.0,411.0,763.0,192.0,15.0,83.0,378.0,43.0,24.0,313.0,324.0,10.0,29.0,32.0,27.0,60.0
gloadro01,2000,182,338.0,38.0,96.0,19.0,1.0,9.0,56.0,0.0,3.0,28.0,63.0,1.0,2.0,1.0,4.0,13.0
greerru01,1994,809,2991.0,516.0,923.0,192.0,20.0,103.0,503.0,25.0,12.0,422.0,445.0,14.0,18.0,5.0,33.0,67.0
