player_id,start_year,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,ab_per_g,r_per_ab,batting_avg,double_per_ab,triple_per_ab,hr_per_ab,rbi_per_ab,sb_per_ab,cs_per_ab,bb_per_ab,so_per_ab,ibb_per_ab,slg,obp,rc,rc_per_ab,babip,iso,pa_per_so
falcope01,1975,182,282.0,14.0,42.0,2.0,1.0,0.0,9.0,1.0,0.0,8.0,94.0,0.0,1.0,33.0,0.0,5.0,1.5494505494505495,0.04964539007092198582,0.14893617021276595745,0.00709219858156028369,0.00354609929078014184,0.00000000000000000000,0.03191489361702127660,0.00354609929078014184,0.00000000000000000000,0.02836879432624113475,0.33333333333333333333,0.00000000000000000000,0.16312056737588652482,0.17525773195876288660,7.9310344827586207,0.02734839476813317479,0.22340425531914893617,0.01418439716312056738,3.0851063829787234
mearepa01,1993,742,2464.0,304.0,653.0,120.0,21.0,41.0,303.0,42.0,25.0,95.0,432.0,2.0,45.0,24.0,30.0,71.0,3.3207547169811321,0.12337662337662337662,0.26501623376623376623,0.04870129870129870130,0.00852272727272727273,0.01663961038961038961,0.12297077922077922078,0.01704545454545454545,0.01014610389610389610,0.03855519480519480519,0.17532467532467532468,0.00081168831168831169,0.38068181818181818182,0.30106302201974183751,274.1789761625635014,0.10714301530385443586,0.30282038594755071747,0.11566558441558441558,5.9236111111111111
kubelja01,2004,511,1675.0,229.0,465.0,98.0,9.0,71.0,279.0,9.0,3.0,162.0,330.0,13.0,4.0,3.0,19.0,47.0,3.2778864970645793,0.13671641791044776119,0.27761194029850746269,0.05850746268656716418,0.00537313432835820896,0.04238805970149253731,0.16656716417910447761,0.00537313432835820896,0.00179104477611940299,0.09671641791044776119,0.19701492537313432836,0.00776119402985074627,0.47402985074626865672,0.33924731182795698925,271.0059880239520958,0.14752639522261954045,0.30471771075019334880,0.19641791044776119403,5.5666666666666667
iorgga01,1978,420,1278.0,129.0,337.0,63.0,11.0,5.0,102.0,14.0,6.0,47.0,157.0,6.0,7.0,9.0,12.0,27.0,3.0428571428571429,0.10093896713615023474,0.26369327073552425665,0.04929577464788732394,0.00860719874804381847,0.00391236306729264476,0.07981220657276995305,0.01095461658841940532,0.00469483568075117371,0.03677621283255086072,0.12284820031298904538,0.00469483568075117371,0.34194053208137715180,0.29092261904761904762,126.6475471698113208,0.09558305446778212887,0.29432624113475177305,0.07824726134585289515,8.4394904458598726
izturma01,2004,508,1663.0,257.0,463.0,87.0,16.0,24.0,216.0,58.0,17.0,159.0,183.0,8.0,11.0,14.0,15.0,33.0,3.2736220472440945,0.15453998797354179194,0.27841250751653638004,0.05231509320505111245,0.00962116656644618160,0.01443174984966927240,0.12988574864702345159,0.03487672880336740830,0.01022248947684906795,0.09561034275405892965,0.11004209260372820204,0.00481058328322309080,0.39326518340348767288,0.34253246753246753247,223.2645444566410538,0.12253816929563175290,0.29843643779741672332,0.11485267588695129284,9.9562841530054645
myersbr01,2002,193,270.0,12.0,34.0,7.0,0.0,0.0,9.0,0.0,0.0,14.0,91.0,0.0,0.0,35.0,0.0,7.0,1.3989637305699482,0.04444444444444444444,0.12592592592592592593,0.02592592592592592593,0.00000000000000000000,0.00000000000000000000,0.03333333333333333333,0.00000000000000000000,0.00000000000000000000,0.05185185185185185185,0.33703703703703703704,0.00000000000000000000,0.15185185185185185185,0.16901408450704225352,6.9295774647887324,0.02439992065066455068,0.18994413407821229050,0.02592592592592592593,3.1208791208791209
fordybr01,1995,310,886.0,93.0,250.0,59.0,2.0,27.0,121.0,4.0,1.0,61.0,142.0,4.0,7.0,6.0,8.0,12.0,2.8580645161290323,0.10496613995485327314,0.28216704288939051919,0.06659142212189616253,0.00225733634311512415,0.03047404063205417607,0.13656884875846501129,0.00451467268623024831,0.00112866817155756208,0.06884875846501128668,0.16027088036117381490,0.00451467268623024831,0.44469525959367945824,0.33056133056133056133,129.3917634635691658,0.13663332995097060801,0.30758620689655172414,0.16252821670428893905,6.6690140845070423
palmede01,1989,490,1689.0,250.0,387.0,81.0,6.0,93.0,265.0,24.0,20.0,173.0,507.0,6.0,17.0,3.0,11.0,25.0,3.4469387755102041,0.14801657785671995263,0.22912966252220248668,0.04795737122557726465,0.00355239786856127886,0.05506216696269982238,0.15689757252812314979,0.01420959147424511545,0.01184132622853759621,0.10242747187685020722,0.30017761989342806394,0.00355239786856127886,0.44937833037300177620,0.30529100529100529101,228.2706766917293233,0.12259434838438739168,0.26727272727272727273,0.22024866785079928952,3.6725838264299803
bowala01,1970,876,3474.0,409.0,900.0,94.0,46.0,4.0,187.0,142.0,56.0,160.0,275.0,12.0,11.0,69.0,13.0,45.0,3.9657534246575342,0.11773172135866436385,0.25906735751295336788,0.02705814622913068509,0.01324122049510650547,0.00115141047783534830,0.05382843983880253310,0.04087507196315486471,0.01611974668969487622,0.04605641911341393207,0.07915947035118019574,0.00345423143350604491,0.31606217616580310881,0.29278294149808638600,320.2751788662630710,0.08813296061262054788,0.27930174563591022444,0.05699481865284974093,13.2145454545454545
aldremi01,1986,618,1457.0,179.0,391.0,72.0,8.0,17.0,176.0,16.0,16.0,227.0,251.0,25.0,4.0,11.0,11.0,26.0,2.3576051779935275,0.12285518188057652711,0.26835964310226492793,0.04941660947151681537,0.00549073438572409060,0.01166781056966369252,0.12079615648592999314,0.01098146877144818119,0.01098146877144818119,0.15579958819492107069,0.17227179135209334248,0.01715854495538778312,0.36376115305422100206,0.36609770453207769276,194.5011876484560570,0.11549951760597153029,0.31166666666666666667,0.09540150995195607412,6.7091633466135458
cangejo01,1985,491,976.0,160.0,233.0,34.0,9.0,6.0,68.0,98.0,37.0,180.0,143.0,3.0,16.0,14.0,6.0,11.0,1.9877800407331976,0.16393442622950819672,0.23872950819672131148,0.03483606557377049180,0.00922131147540983607,0.00614754098360655738,0.06967213114754098361,0.10040983606557377049,0.03790983606557377049,0.18442622950819672131,0.14651639344262295082,0.00307377049180327869,0.31045081967213114754,0.36417657045840407470,108.2517301038062284,0.09364336514170088960,0.27250900360144057623,0.07172131147540983607,8.0839160839160839
desseel01,1996,136,110.0,10.0,17.0,1.0,0.0,0.0,5.0,0.0,0.0,11.0,32.0,0.0,0.0,14.0,0.0,0.0,0.80882352941176470588,0.09090909090909090909,0.15454545454545454545,0.00909090909090909091,0.00000000000000000000,0.00000000000000000000,0.04545454545454545455,0.00000000000000000000,0.00000000000000000000,0.10000000000000000000,0.29090909090909090909,0.00000000000000000000,0.16363636363636363636,0.23140495867768595041,4.1652892561983471,0.03442387815039956287,0.21794871794871794872,0.00909090909090909091,3.7812500000000000
